변동사유발생연월일,구분,업체명
2019.8.30,신규등록,환영주유소
2019.8.30,폐업,민영주유소
2019.8.30,휴업,(주)소모에너지엔테크놀러지 뉴양주주유소
2019.8.30,휴업,오토파워주유소
2019.8.30,휴업,청주제일주유소
2019.9.2,폐업,(유)서브 천변주유소
2019.9.2,휴업,영차주유소
2019.9.2,휴업,강호주유소
2019.9.2,휴업,테마주유소
2019.9.2,폐업,SK네트웍스(주) 합정주유소
2019.9.2,휴업,조화주유소
2019.9.3,휴업,장위주유소
2019.9.3,폐업,팔팔주유소
2019.9.3,휴업,파란주유소
2019.9.4,신규등록,행치재주유소
2019.9.4,신규등록,스타주유소
2019.9.4,휴업,음성(통영방향)주유소
2019.9.4,휴업,운곡주유소
2019.9.4,휴업,(주)명연에너지 종암훼미리
2019.9.5,폐업,(주)에이치케이지 신풍주유소
2019.9.5,폐업,하이주유소
2019.9.5,휴업,운곡주유소
2019.9.6,신규등록,미래주유소
2019.9.6,휴업,오션
2019.9.6,휴업,청양주유소
2019.9.6,휴업,칠갑산주유소
2019.9.6,폐업,한아름주유소
2019.9.6,휴업,(유)정다운주유소
2019.9.6,휴업,동남석유판매(주) 제1주유소
2019.9.9,폐업,신안주유소
2019.9.9,휴업,남양주유소
2019.9.9,폐업,지에스칼텍스(주) 푸른주유소
2019.9.9,휴업,대원주유소
2019.9.9,휴업,퇴계주유소
2019.9.10,신규등록,운봉농협주유소
2019.9.10,휴업,주)동강상사자운대주유소
2019.9.10,휴업,팔성셀프주유소
2019.9.11,신규등록,필 주유소
2019.9.11,휴업,산내주유소
2019.9.16,휴업,(주)천안대로셀프
2019.9.16,휴업,금촌역주유소
2019.9.16,휴업,복지주유소
2019.9.16,신규등록,역곡WASH
2019.9.16,폐업,희망교주유소
2019.9.17,신규등록,선단IC주유소
2019.9.17,휴업,황둔제일주유소
2019.9.17,휴업,옥길주유소
2019.9.18,폐업,금촌역주유소
2019.9.18,등록취소,남청주톨게이트주유소
2019.9.19,휴업,교로리주유소
2019.9.19,휴업,제물포하이웨이주유소
2019.9.19,신규등록,가온주유소
2019.9.20,휴업,SK설악주유소
2019.9.20,폐업,신북주유소
2019.9.20,휴업,(주)소모에너지엔테크놀러지 백궁주유소
2019.9.23,휴업,(주)우리유통 여산(순천)주유소
2019.9.23,휴업,석동암주유소
2019.9.23,휴업,(주)OS에너지 용연주유소
2019.9.23,휴업,극동주유소
2019.9.23,휴업,동광주유소
2019.9.23,폐업,SK우림압촌점
2019.9.23,휴업,야로주유소
2019.9.24,휴업,잼버리주유소
2019.9.24,휴업,궁평항주유소
2019.9.24,휴업,마이다스제2주유소
2019.9.24,휴업,덕양제1주유소
2019.9.24,신규등록,가리파주유소
2019.9.25,신규등록,기업도시주유소
2019.9.25,휴업,신영주유소
2019.9.25,폐업,한아름주유소
2019.9.25,휴업,대현주유소
2019.9.25,휴업,주식회사 승지
2019.9.26,휴업,두왕주유소
2019.9.26,휴업,SK네트웍스(주) 삼성주유소
2019.9.27,휴업,장승포농협경제사업장
2019.9.27,폐업,청솔주유소
2019.9.30,신규등록,장금정주유소
2019.9.30,휴업,대원주유소
2019.9.30,휴업,SK통일주유소
2019.9.30,휴업,오토파워주유소
2019.9.30,휴업,팔봉주유소
2019.9.30,휴업,수암주유소
2019.9.30,휴업,하늘안주유소
2019.9.30,휴업,대성주유소
2019.9.30,휴업,굿오일우창주유소
2019.10.1,휴업,부흥주유소
2019.10.2,휴업,SK에너지(주)동부주유소
2019.10.2,휴업,드림주유소
2019.10.4,휴업,청하Self주유소
2019.10.4,신규등록,삼화에너지주유소
2019.10.7,폐업,성일주유소
2019.10.7,휴업,아남주유소
2019.10.7,휴업,북대구IC주유소
2019.10.7,휴업,고산주유소
2019.10.7,폐업,삼사관주유소
2019.10.8,휴업,(주)새서울석유 대원
2019.10.8,신규등록,임고농협주유소
2019.10.10,휴업,현대오일뱅크(주) 팔레스주유소
2019.10.11,폐업,금산주유소
2019.10.11,휴업,전망대주유소
2019.10.11,휴업,한서개발(주) 한서1주유소
2019.10.14,휴업,광신직영(신성셀프)
2019.10.14,휴업,삼우에너지 4289주유소
2019.10.14,신규등록,천사대교주유소
2019.10.14,폐업,윤활주유소
2019.10.15,신규등록,채움주유소
2019.10.15,휴업,(주)에스피씨삼립 가락주유소
2019.10.15,신규등록,운봉농협주유소
2019.10.16,휴업,얼음골주유소
2019.10.16,휴업,깨끗한2주유소
2019.10.16,휴업,대왕주유소
2019.10.16,휴업,대웅주유소
2019.10.17,휴업,용복주유소
2019.10.17,폐업,대광주유소
2019.10.17,폐업,동신석유 고양제일주유소
2019.10.18,휴업,믿음가득주유소
2019.10.18,휴업,(주)대명에너지
2019.10.18,휴업,용복주유소
2019.10.18,신규등록,희망주유소
2019.10.18,신규등록,대박셀프주유소
2019.10.21,폐업,금봉주유소
2019.10.21,휴업,현대주유소
2019.10.21,휴업,장신주유소
2019.10.22,폐업,(주)소모에너지엔테크놀러지 신중계주유소
2019.10.22,휴업,신흥주유소
2019.10.22,휴업,가산주유소
2019.10.22,휴업,(주)올림픽주유소
2019.10.23,휴업,보광주유소
2019.10.23,휴업,만빛주유소
2019.10.24,폐업,동경주유소
2019.10.24,폐업,까치주유소
2019.10.24,휴업,신운주유소
2019.10.24,휴업,태성주유소
2019.10.25,휴업,금산직영
2019.10.28,휴업,천봉주유소
2019.10.28,폐업,신월주유소
2019.10.28,폐업,동혜주유소
2019.10.29,신규등록,에쓰-오일(주)다산신도시주유소
2019.10.29,휴업,극동유화(주)부산주유소
2019.10.30,휴업,S&S 만남주유소
2019.10.30,폐업,유림주유소
2019.10.30,휴업,㈜태양주유소
2019.10.31,신규등록,새만금군산주유소
2019.10.31,휴업,이케이에너지 주식회사
2019.10.31,폐업,북부터미널주유소
2019.10.31,휴업,오토파워주유소
2019.10.31,휴업,원동주유소
2019.11.1,휴업,삼우에너지 4289주유소
2019.11.1,폐업,만국주유소
2019.11.1,휴업,삼성주유소
2019.11.1,휴업,하늘주유소
2019.11.1,휴업,대원주유소
2019.11.1,신규등록,정일주유소
2019.11.4,폐업,아중주유소
2019.11.4,휴업,상천네트워크(주)시흥풀페이주유소
2019.11.4,휴업,삼우주유소
2019.11.4,폐업,한길주유소
2019.11.4,휴업,(주)우전에너지대솔밭주유소
2019.11.4,휴업,더원홀딩스(주)
2019.11.4,휴업,석산주유소
2019.11.5,폐업,(유)케이디에너지 한미주유소
2019.11.5,휴업,동해태양주유소
2019.11.5,신규등록,인제스피디움 내린천주유소
2019.11.5,휴업,SK네트웍스(주) 대야동주유소
2019.11.5,폐업,주유소사랑방
2019.11.5,휴업,장위주유소
2019.11.5,등록취소,광적주유소
2019.11.6,폐업,에이원주유소
2019.11.6,휴업,삼미상사(주) 한양self주유소
2019.11.6,휴업,안국주유소
2019.11.6,휴업,덕치주유소
2019.11.6,휴업,초이스주유소
2019.11.6,휴업,문방스타주유소
2019.11.7,휴업,아우내농협주유소
2019.11.7,휴업,성산주유소
2019.11.8,휴업,금호주유소
2019.11.8,휴업,덕양제1주유소
2019.11.8,신규등록,광적주유소
2019.11.11,폐업,에이제이에너지(주)직영 이화주유소
2019.11.13,신규등록,대광주유소
2019.11.13,신규등록,장량주유소
2019.11.13,폐업,금호주유소
2019.11.13,휴업,당감주유소
2019.11.13,휴업,대동석유(주)주유소
2019.11.13,휴업,성신주유소
2019.11.13,폐업,화개악양농협주유소
2019.11.14,폐업,반월주유소
2019.11.15,휴업,정주유소
2019.11.15,휴업,연무주유소
2019.11.15,휴업,믿음주유소(1)
2019.11.18,폐업,연등주유소
2019.11.18,폐업,한영주유소
2019.11.18,신규등록,(주)연태마린
2019.11.18,휴업,마장주유소
2019.11.19,휴업,두산주유소
2019.11.19,휴업,대성주유소
2019.11.20,신규등록,위례제일주유소
2019.11.20,신규등록,㈜경동제이에이치개발
2019.11.20,폐업,백경주유소
2019.11.20,폐업,삼한주유소
2019.11.20,휴업,복주유소
2019.11.21,휴업,추풍령(서울방향)주유소
2019.11.21,폐업,세일셀프주유소
2019.11.21,휴업,울산컨트리주유소
2019.11.21,폐업,하판주유소
2019.11.22,신규등록,대광주유소
2019.11.22,휴업,상원주유소
2019.11.22,휴업,가운주유소
2019.11.22,폐업,심곡주유소
2019.11.22,휴업,하늘주유소
2019.11.22,휴업,대원주유소
2019.11.25,신규등록,학운공단주유소
2019.11.25,폐업,(주)월드오일뱅크(알뜰셀프)
2019.11.25,폐업,대가농협주유소
2019.11.26,휴업,GS칼텍스 태화주유소
2019.11.27,신규등록,SK에너지㈜스카이파크주유소
2019.11.27,휴업,성가신협주유소
2019.11.27,휴업,고향주유소
2019.11.27,휴업,그린주유소
2019.11.28,휴업,대현주유소
2019.11.28,휴업,대한통운주유소
2019.11.28,휴업,상야주유소
2019.11.29,휴업,송파에너지
2019.11.29,휴업,만세로주유소
2019.11.29,휴업,오토파워주유소
2019.11.29,휴업,하늘안주유소
2019.12.2,폐업,(주)경기고속직영 광릉내주유소
2019.12.2,폐업,안중주유소
2019.12.2,신규등록,세종감성셀프주유소
2019.12.3,폐업,SK네트웍스(주)삼성주유소
2019.12.3,폐업,차사랑주유소
2019.12.3,휴업,대산주유소
2019.12.3,휴업,소티재로주유소
2019.12.4,폐업,앵남주유소
2019.12.4,휴업,하나주유소
2019.12.4,휴업,백두주유소
2019.12.4,휴업,(주)신화에너지 번개셀프주유소
2019.12.4,휴업,새금호주유소
2019.12.4,휴업,청주제일주유소
2019.12.4,휴업,오성주유소
2019.12.5,휴업,구봉주유소
2019.12.5,폐업,대흥주유소
2019.12.5,신규등록,비전주유소
2019.12.5,휴업,신남직영주유소
2019.12.5,폐업,금왕주유소
2019.12.6,폐업,월송주유소
2019.12.6,휴업,동부주유소
2019.12.6,휴업,청천주유소
2019.12.6,휴업,부광주유소
2019.12.6,휴업,영동주유소
2019.12.9,휴업,서부주유소
2019.12.9,휴업,대원주유소
2019.12.9,폐업,정다운주유소
2019.12.10,휴업,주촌IC주유소
2019.12.10,신규등록,SK호매실 주유소
2019.12.10,폐업,금마주유소
2019.12.10,폐업,금호주유소
2019.12.10,휴업,상신주유소
2019.12.11,휴업,㈜경남에너지판매
2019.12.12,폐업,대산주유소
2019.12.12,휴업,이지원주유소
2019.12.12,휴업,지연주유소
2019.12.12,신규등록,이연주유소
2019.12.12,휴업,주촌IC주유소
2019.12.13,휴업,송남주유소
2019.12.13,휴업,대성
2019.12.16,휴업,효령주유소
2019.12.16,휴업,청룡주유소
2019.12.16,휴업,(주)경남석유 신경남 제2주유소
2019.12.17,신규등록,동진에너지 (비전주유소)
2019.12.17,폐업,법송주유소
2019.12.17,폐업,글로벌에너지
2019.12.17,신규등록,현대부석주유소
2019.12.18,신규등록,동진에너지 (비전주유소)
2019.12.18,등록취소,횡성주유소
2019.12.19,신규등록,삼담주유소
2019.12.19,폐업,(주)비송주유소
2019.12.19,휴업,웅담주유소
2019.12.19,등록취소,동구타이어유류(주) 이천(상)주유소
2019.12.20,휴업,상야주유소
2019.12.23,신규등록,신보령주유소
2019.12.23,신규등록,대보건설(주) 이천(하남)주유소
2019.12.23,폐업,삼우주유소
2019.12.23,폐업,영중농협창수지점주유소
2019.12.23,폐업,상신주유소
2019.12.23,휴업,금강주유소
2019.12.23,휴업,용전주유소
2019.12.24,휴업,성삼주유소
2019.12.24,휴업,주식회사 승지
2019.12.24,휴업,강변주유소
2019.12.24,신규등록,인제스피디움 내린천주유소
2019.12.24,휴업,새천안주유소
2019.12.26,휴업,성산주유소
2019.12.27,폐업,스마일주유소
2019.12.27,휴업,대건주유소
2019.12.27,등록취소,이천제2주유소
2019.12.30,휴업,청진주유소
2019.12.30,휴업,고현주유소
2019.12.30,신규등록,청명산주유소
2019.12.30,신규등록,등원주유소
2019.12.30,신규등록,대보건설(주)구리(일산방향)주유소
2019.12.30,휴업,눌제주유소
2019.12.30,휴업,삼거리주유소
2019.12.30,신규등록,수송1주유소
2019.12.31,신규등록,CJ대한통운(주) 강릉주유소
2019.12.31,폐업,청우주유소
2019.12.31,휴업,수동매일주유소
2019.12.31,휴업,새천안주유소
2019.12.31,휴업,부강제일주유소
2020.1.2,폐업,현대오일뱅크(주)직영 신남천주유소
2020.1.2,휴업,SK네트웍스(주) 대야동주유소
2020.1.2,휴업,부석주유소
2020.1.2,휴업,광신리소스주식회사 월영주유소
2020.1.2,휴업,오림주유소
2020.1.3,휴업,복지주유소
2020.1.3,휴업,대웅주유소
2020.1.3,폐업,소요산주유소
2020.1.3,휴업,제일주유소
2020.1.3,휴업,진웅주유소
2020.1.6,휴업,솔밭주유소
2020.1.6,폐업,동부주유소
2020.1.6,폐업,디에스에너지
2020.1.6,휴업,대원주유소
2020.1.6,폐업,유성주유소
2020.1.7,신규등록,구교주유소
2020.1.8,휴업,박물관주유소
2020.1.8,휴업,용머리주유소
2020.1.8,휴업,(주)신화에너지 번개셀프주유소
2020.1.9,휴업,(주)새서울석유 대원
2020.1.9,휴업,미로주유소
2020.1.9,휴업,영남제일관문주유소
2020.1.9,휴업,여초주유소
2020.1.9,휴업,솔치주유소
2020.1.9,휴업,병곡주유소
2020.1.9,폐업,수정주유소
2020.1.10,휴업,동우주유소
2020.1.10,휴업,동남상운주유소
2020.1.10,휴업,신흥주유소
2020.1.13,신규등록,국민에너지(주) 인천현대주유소
2020.1.13,휴업,믿음가득주유소
2020.1.13,폐업,(주)우전에너지대솔밭주유소
2020.1.13,폐업,용일주유소
2020.1.13,폐업,롯데마트(수지점)행복드림 주유소
2020.1.13,휴업,㈜에이치에스케미칼
2020.1.13,휴업,오성주유소
2020.1.14,폐업,오일랜드주유소
2020.1.14,휴업,오성주유소
2020.1.15,폐업,(유)성심주유소
2020.1.15,휴업,상공주유소
2020.1.15,휴업,도화IC주유소
2020.1.15,휴업,판도라주유소
2020.1.16,휴업,천지주유소
2020.1.16,폐업,스타주유소
2020.1.16,휴업,창성주유소
2020.1.16,폐업,동흥주유소
2020.1.16,휴업,계명주유소
2020.1.17,휴업,SK네트웍스(주) 동광주유소
2020.1.17,휴업,병곡주유소
2020.1.20,휴업,대성주유소
2020.1.20,휴업,대일주유소
2020.1.20,휴업,판문주유소
2020.1.20,휴업,화물기지현대주유소
2020.1.20,폐업,동남석유판매(주) 제1주유소
2020.1.21,휴업,대성주유소
2020.1.21,폐업,럭키세븐주유소
2020.1.21,휴업,대성지티(주) 주유소
2020.1.21,휴업,새금암
2020.1.21,휴업,부경셀프주유소
2020.1.22,신규등록,쌍용셀프주유소
2020.1.22,휴업,차세대주유소
2020.1.23,폐업,(주)에스지주유소
2020.1.23,휴업,금강주유소
2020.1.23,폐업,(주)다원
2020.1.23,휴업,(주)지일에너지 통일주유소
2020.1.28,휴업,남안동IC주유소
2020.1.29,폐업,대성주유소
2020.1.29,폐업,2000주유소
2020.1.29,등록취소,견내량주유소
2020.1.29,휴업,연화주유소
2020.1.30,신규등록,동탄그린주유소
2020.1.30,휴업,부경셀프주유소
2020.1.30,휴업,삼영주유소
2020.1.30,신규등록,해광주유소
2020.1.30,휴업,굿오일조아주유소
2020.1.30,휴업,아우내농협 병천주유소
2020.1.31,휴업,우리주유소
2020.1.31,등록취소,노진수12석유(주) 장파리 주유소
2020.1.31,폐업,군내리주유소
2020.2.3,휴업,빈에너지
2020.2.3,휴업,제일주유소
2020.2.3,휴업,㈜바른에너지
2020.2.3,휴업,자동주유소
2020.2.3,휴업,(주)바른에너지 공항주유소
2020.2.4,휴업,달성주유소
2020.2.4,휴업,오류주유소
2020.2.4,신규등록,홍주새마을금고주유소
2020.2.4,휴업,미래주유소
2020.2.5,휴업,북방주유소
2020.2.5,휴업,대명그린주유소
2020.2.6,휴업,신광주유소
2020.2.6,신규등록,내트럭(주) 광주평동사업소
2020.2.6,신규등록,경마장주유소
2020.2.6,등록취소,번암주유소
2020.2.6,휴업,(주)아인스톤
2020.2.6,휴업,하늘안주유소
2020.2.7,신규등록,(주)지엠옥계주유소
2020.2.10,휴업,산내주유소
2020.2.10,휴업,그린주유소
2020.2.10,신규등록,통일주유소
2020.2.10,폐업,매실주유소
2020.2.10,폐업,채움주유소
2020.2.11,휴업,원당에너지
2020.2.11,폐업,삼영주유소
2020.2.11,휴업,푸른주유소
2020.2.12,휴업,소원주유소
2020.2.12,폐업,해평농협도개지점주유소
2020.2.13,휴업,동신주유소
2020.2.13,휴업,남양주유소
2020.2.13,폐업,용황주유소
2020.2.13,휴업,대동주유소
2020.2.17,신규등록,내트럭(주) 김해사업소
2020.2.17,휴업,광하주유소
2020.2.17,휴업,대길주유소
2020.2.17,휴업,동원주유소
2020.2.17,휴업,새로운주유소
2020.2.18,휴업,혁신주유소
2020.2.19,폐업,금강주유소
2020.2.20,휴업,럭키세븐주유소
2020.2.20,휴업,길명주유소
2020.2.20,폐업,고산주유소
2020.2.21,휴업,갈산주유소
2020.2.21,휴업,태성주유소
2020.2.21,신규등록,양구군농협 해안지점
2020.2.24,신규등록,(주)기흥산업(기흥에너지self주유소)
2020.2.24,휴업,주식회사 금성에너지 대박주유소
2020.2.25,휴업,㈜대창석유직영 대성주유소
2020.2.25,휴업,KH에너지(주) 직영 미산주유소
2020.2.25,휴업,현대주유소
2020.2.25,휴업,팔공주유소
2020.2.25,휴업,고은주유소
2020.2.26,휴업,(주)태경 평택공단주유소
2020.2.26,휴업,오산주유소
2020.2.26,휴업,현대오일뱅크(주)직영 검단주유소
2020.2.27,휴업,(주)소모에너지엔테크놀러지 뉴양주주유소
2020.2.27,폐업,새봄주유소
2020.2.27,폐업,남양주유소
2020.2.28,폐업,금촌IC주유소
2020.3.2,휴업,이연주유소
2020.3.2,휴업,청양주유소
2020.3.2,휴업,㈜안국에너지 대구지사 안국주유소
2020.3.2,폐업,우성주유소
2020.3.2,휴업,현대주유소
2020.3.3,폐업,음성주유소
2020.3.3,휴업,극동유화(주)역전주유소
2020.3.3,휴업,캐슬주유소
2020.3.4,휴업,지에스칼텍스(주)덕명주유소
2020.3.4,휴업,신운주유소
2020.3.5,휴업,로랜드51(주) 대명항주유소
2020.3.5,신규등록,남원농협 대산지점
2020.3.5,휴업,대웅주유소
2020.3.6,폐업,부석주유소
2020.3.6,폐업,한결주유소
2020.3.6,휴업,(주)삼진이앤지 범호주유소
2020.3.6,휴업,선읍주유소
2020.3.6,휴업,삼부주유소
2020.3.9,휴업,통일주유소
2020.3.9,폐업,영광주유소
2020.3.9,폐업,대한통운주유소
2020.3.9,휴업,내리주유소
2020.3.9,휴업,한전리주유소
2020.3.10,휴업,럭키주유소
2020.3.10,폐업,(주)동림에너지 제트주유소
2020.3.11,휴업,오륙에너지(주)
2020.3.13,휴업,쓰리고주유소
2020.3.13,폐업,동방주유소
2020.3.16,폐업,(주)에스피씨삼립 가락주유소
2020.3.17,휴업,몽산포주유소
2020.3.17,휴업,두꺼비주유소
2020.3.17,휴업,마장주유소
2020.3.18,휴업,대명주유소
2020.3.18,휴업,대성지티(주) 주유소
2020.3.18,휴업,SK네트웍스(주)덕산주유소
2020.3.18,휴업,금강주유소
2020.3.19,등록취소,호법주유소
2020.3.19,휴업,용머리주유소
2020.3.19,휴업,(주)해광에너지 아리랑주유소
2020.3.20,휴업,방석주유소
2020.3.20,폐업,대박주유소
2020.3.23,신규등록,호법주유소
2020.3.23,휴업,수경주유소
2020.3.24,휴업,에스원에너지(주) 용상주유소
2020.3.25,휴업,에스원에너지(주)
2020.3.25,휴업,(주)원탑코리아 주유소
2020.3.26,폐업,영동주유소
2020.3.26,휴업,장수로주유소
2020.3.26,휴업,두왕주유소
2020.3.26,휴업,입장독정주유소
2020.3.26,휴업,성민주유소
2020.3.26,신규등록,(주)에스에이치에너지 신갈현대셀프주유소
2020.3.27,휴업,삼영주유소
2020.3.28,휴업,팔마주유소
2020.3.30,휴업,캐슬주유소
2020.3.30,등록취소,굿오일 대원주유소
2020.3.30,휴업,활주로주유소
2020.3.30,폐업,삼미상사(주)주안제일Self주유소
2020.3.31,신규등록,황정주유소
2020.3.31,폐업,부미주유소
2020.3.31,등록취소,현대산단주유소
2020.3.31,휴업,하늘안주유소
2020.3.31,휴업,양학로주유소
2020.3.31,폐업,서부IC주유소
2020.4.1,등록취소,명동주유소
2020.4.1,휴업,새천안주유소
2020.4.1,휴업,깨끗한2주유소
2020.4.2,폐업,남악주유소
2020.4.2,휴업,구도일주유소 한라
2020.4.3,휴업,서재제일주유소
2020.4.3,휴업,군북주유소
2020.4.3,휴업,영호주유소
2020.4.3,휴업,새소망주유소
2020.4.6,신규등록,가람self주유소
2020.4.6,휴업,대원주유소
2020.4.7,휴업,에쓰-오일(주) 구도일주유소 성남
2020.4.7,휴업,창선주유소
2020.4.7,등록취소,(주)씨쓰리비봉에너지
2020.4.7,폐업,현대오일뱅크(주)직영 샘주유소
2020.4.7,폐업,현대오일뱅크(주) 기산주유소
2020.4.8,휴업,대원
2020.4.9,폐업,아이에이제이차유동화전문유한회사
2020.4.9,폐업,남악주유소
2020.4.9,휴업,용성주유소
2020.4.10,휴업,이동교주유소
2020.4.10,폐업,관문주유소
2020.4.10,휴업,오덕주유소
2020.4.10,폐업,금정주유소
2020.4.13,휴업,OK주유소
2020.4.13,휴업,월촌주유소
2020.4.13,신규등록,지리산농협아영지점주유소
2020.4.13,폐업,복돌복주유소
2020.4.14,신규등록,영해벌영주유소
2020.4.14,신규등록,부천 옥길주유소
2020.4.14,휴업,대한주유소
2020.4.14,휴업,솔밭주유소
2020.4.14,휴업,얼음골주유소
2020.4.16,폐업,(주)대창석유직영 죽동주유소
2020.4.16,폐업,부광주유소
2020.4.16,휴업,태기주유소
2020.4.16,신규등록,국가대표주유소
2020.4.16,폐업,하나로주유소
2020.4.17,폐업,달성공원주유소
2020.4.17,폐업,동전IC주유소
2020.4.17,휴업,거송주유소
2020.4.17,휴업,단구주유소
2020.4.20,신규등록,동일석유(주) 행복드림 주유소
2020.4.20,폐업,에이치이판매(주)직영 금샘주유소
2020.4.20,휴업,태기주유소
2020.4.20,휴업,계림주유소
2020.4.20,휴업,토함산주유소
2020.4.21,휴업,서울국제(주)국제주유소
2020.4.21,폐업,(주)안국에너지 대구지사 안국주유소
2020.4.21,휴업,금련산주유소
2020.4.22,폐업,남부주유소
2020.4.22,폐업,유림주유소
2020.4.22,휴업,금성주유소
2020.4.22,휴업,신매주유소
2020.4.23,휴업,고향주유소
2020.4.23,휴업,설악주유소
2020.4.23,휴업,전망대주유소
2020.4.23,폐업,도화IC주유소
2020.4.24,폐업,승전주유소
2020.4.24,휴업,경춘주유소
2020.4.24,휴업,서야주유소
2020.4.24,휴업,믿음가득주유소
2020.4.24,휴업,평내셀프주유소
2020.4.27,신규등록,상영주유소
2020.4.27,휴업,산내주유소
2020.4.27,휴업,대촌주유소
2020.4.27,휴업,영정대성주유소
2020.4.27,휴업,연무주유소
2020.4.27,폐업,㈜지일에너지 통일주유소
2020.4.27,휴업,현대주유소
2020.4.27,휴업,전망대주유소
2020.4.28,신규등록,㈜피디텍 광양알뜰주유소
2020.4.28,폐업,광신리소스주식회사 월영주유소
2020.4.28,휴업,혜선주유소
2020.4.28,휴업,행복한주유소
2020.4.28,폐업,동흥주유소
2020.4.29,등록취소,지평주유소
2020.4.29,휴업,대경주유소
2020.4.29,휴업,송학주유소
2020.4.29,폐업,SK네트웍스(주) 한양주유소
2020.4.29,폐업,서부산새마을금고주유소
2020.4.29,휴업,SK네트웍스(주)거산주유소
2020.5.1,신규등록,영신주유소
2020.5.1,폐업,안성고속주유소
2020.5.1,폐업,승화주유소
2020.5.1,휴업,사랑행복주유소
2020.5.1,신규등록,구봉산셀프주유소
2020.5.2,폐업,신도청주유소
2020.5.4,폐업,백두주유소
2020.5.4,폐업,주안충원SELF주유소
2020.5.6,폐업,성원주유소
2020.5.6,휴업,당감주유소
2020.5.6,휴업,대천주유소
2020.5.7,신규등록,남원농협 대산지점
2020.5.7,폐업,원일주유소
2020.5.7,휴업,흥구포항제2주유소
2020.5.7,신규등록,명당알뜰주유소
2020.5.8,휴업,성남주유소
2020.5.8,휴업,영일주유소
2020.5.8,휴업,SK고속주유소
2020.5.11,신규등록,세종알뜰주유소
2020.5.11,휴업,만포주유소
2020.5.11,휴업,SK에너지(주)
2020.5.12,폐업,오예스주유소
2020.5.13,폐업,현대주유소
2020.5.13,폐업,용성주유소
2020.5.13,휴업,와이지에너지
2020.5.13,휴업,더원홀딩스(주)
2020.5.13,휴업,밀레니엄주유소
2020.5.13,폐업,시종주유소
2020.5.14,폐업,잼버리주유소
2020.5.14,휴업,하이테크에너지(주) 제천하이테크주유소
2020.5.15,폐업,강변주유소
2020.5.15,신규등록,대경3주유소
2020.5.18,신규등록,현대오일뱅크(주)직영 공주현대주유소
2020.5.18,신규등록,서천신도시 주유소
2020.5.18,폐업,SK네트웍스(주) 평촌사랑주유소
2020.5.19,휴업,정원주유소
2020.5.19,휴업,명신주유소
2020.5.19,폐업,행복가득주유소
2020.5.20,휴업,상원주유소
2020.5.21,폐업,삼성주유소
2020.5.21,폐업,연아주유소
2020.5.21,휴업,(주)광동유통 단양(하)주유소
2020.5.21,폐업,야로주유소
2020.5.21,휴업,장흥주유소
2020.5.22,휴업,현대오일뱅크(주)직영 성수주유소
2020.5.22,휴업,평택배미주유소
2020.5.22,휴업,상원주유소
2020.5.25,폐업,성민주유소
2020.5.26,휴업,고객주유소
2020.5.26,휴업,삼정주유소
2020.5.27,폐업,진례현대주유소
2020.5.27,휴업,남악주유소
2020.5.28,폐업,믿음주유소(1)
2020.5.28,폐업,송치재주유소
2020.5.28,휴업,평내셀프주유소
2020.5.28,폐업,송강주유소
2020.5.28,휴업,고봉주유소
2020.5.29,신규등록,스카이셀프
2020.5.29,휴업,(주)역곡주유소
2020.5.29,휴업,정주유소
2020.5.29,휴업,SK전당앞주유소
2020.5.29,휴업,SK장삼주유소
2020.5.29,휴업,탄금대주유소
2020.6.1,폐업,씨티주유소
2020.6.1,휴업,대웅주유소
2020.6.1,휴업,상촌주유소
2020.6.1,휴업,SK네트웍스(주) 만덕Self주유소
2020.6.2,휴업,SK네트웍스(주) 스타팅광동주유소
2020.6.2,폐업,이천주유소
2020.6.2,휴업,나누리주유소
2020.6.2,폐업,조화주유소
2020.6.3,등록취소,홍익주유소
2020.6.3,휴업,광장주유소
2020.6.3,휴업,뉴시티당진주유소
2020.6.3,휴업,에이스주유소
2020.6.3,휴업,풍양농협주유소
2020.6.5,휴업,(주)다가 훼미리주유소
2020.6.8,휴업,신남직영주유소
2020.6.9,휴업,청정주유소
2020.6.9,휴업,솔밭주유소
2020.6.9,휴업,덕계주유소
2020.6.10,폐업,월드주유소
2020.6.10,휴업,현대오일뱅크(주) 직영 진명주유소
2020.6.10,폐업,새금암
2020.6.10,휴업,여초주유소
2020.6.11,폐업,e-편한주유소
2020.6.11,휴업,양양농협주유소
2020.6.11,휴업,현대오일뱅크(주)직영 검단주유소
2020.6.12,폐업,동산셀프주유소
2020.6.12,휴업,현대오일뱅크(주)직영 한내천주유소
2020.6.12,폐업,용문주유소
2020.6.15,폐업,동성주유소
2020.6.15,폐업,성림셀프주유소
2020.6.16,휴업,대경주유소
2020.6.16,휴업,정주주유소
2020.6.17,휴업,대동주유소
2020.6.17,신규등록,㈜자연에너지 비봉주유소
2020.6.17,신규등록,동림셀프주유소
2020.6.17,폐업,중앙sk주유소
2020.6.17,휴업,동양가스산업(주)명품반송주유소
2020.6.18,휴업,하이츠제2주유소
2020.6.18,휴업,현대오일뱅크(주)직영 장현셀프주유소
2020.6.18,휴업,지에스칼텍스(주)야구장주유소
2020.6.19,신규등록,행복이가득한주유소
2020.6.22,휴업,삼융주유소
2020.6.23,휴업,금용주유소
2020.6.23,폐업,진흥주유소
2020.6.23,휴업,서강주유소
